block_lat,block_lon,fold,lat_min,lat_max,lon_min,lon_max
66,-11,1,33.0,33.5,-5.5,-5.0
66,20,1,33.0,33.5,10.0,10.5
66,22,1,33.0,33.5,11.0,11.5
67,15,1,33.5,34.0,7.5,8.0
67,22,1,33.5,34.0,11.0,11.5
68,-8,1,34.0,34.5,-4.0,-3.5
68,-5,1,34.0,34.5,-2.5,-2.0
68,16,1,34.0,34.5,8.0,8.5
69,-13,1,34.5,35.0,-6.5,-6.0
69,-12,1,34.5,35.0,-6.0,-5.5
69,-11,1,34.5,35.0,-5.5,-5.0
70,-12,1,35.0,35.5,-6.0,-5.5
70,-6,1,35.0,35.5,-3.0,-2.5
70,19,1,35.0,35.5,9.5,10.0
70,21,1,35.0,35.5,10.5,11.0
71,-12,1,35.5,36.0,-6.0,-5.5
71,-11,1,35.5,36.0,-5.5,-5.0
72,19,1,36.0,36.5,9.5,10.0
73,17,1,36.5,37.0,8.5,9.0
73,18,1,36.5,37.0,9.0,9.5
74,19,1,37.0,37.5,9.5,10.0
74,20,1,37.0,37.5,10.0,10.5
-68,47,2,-34.0,-33.5,23.5,24.0
-67,43,2,-33.5,-33.0,21.5,22.0
-66,51,2,-33.0,-32.5,25.5,26.0
-65,54,2,-32.5,-32.0,27.0,27.5
-65,55,2,-32.5,-32.0,27.5,28.0
-64,49,2,-32.0,-31.5,24.5,25.0
-64,50,2,-32.0,-31.5,25.0,25.5
-64,54,2,-32.0,-31.5,27.0,27.5
-63,49,2,-31.5,-31.0,24.5,25.0
-62,48,2,-31.0,-30.5,24.0,24.5
-62,53,2,-31.0,-30.5,26.5,27.0
-62,57,2,-31.0,-30.5,28.5,29.0
-62,58,2,-31.0,-30.5,29.0,29.5
-60,34,2,-30.0,-29.5,17.0,17.5
-60,54,2,-30.0,-29.5,27.0,27.5
-60,62,2,-30.0,-29.5,31.0,31.5
-59,38,2,-29.5,-29.0,19.0,19.5
-59,47,2,-29.5,-29.0,23.5,24.0
-59,57,2,-29.5,-29.0,28.5,29.0
-59,61,2,-29.5,-29.0,30.5,31.0
-58,57,2,-29.0,-28.5,28.5,29.0
-57,39,2,-28.5,-28.0,19.5,20.0
-57,54,2,-28.5,-28.0,27.0,27.5
-57,56,2,-28.5,-28.0,28.0,28.5
-57,63,2,-28.5,-28.0,31.5,32.0
-56,46,2,-28.0,-27.5,23.0,23.5
-56,49,2,-28.0,-27.5,24.5,25.0
-55,50,2,-27.5,-27.0,25.0,25.5
-55,52,2,-27.5,-27.0,26.0,26.5
-55,60,2,-27.5,-27.0,30.0,30.5
-54,51,2,-27.0,-26.5,25.5,26.0
-54,55,2,-27.0,-26.5,27.5,28.0
-54,59,2,-27.0,-26.5,29.5,30.0
-54,60,2,-27.0,-26.5,30.0,30.5
-54,63,2,-27.0,-26.5,31.5,32.0
-53,47,2,-26.5,-26.0,23.5,24.0
-52,49,2,-26.0,-25.5,24.5,25.0
-52,58,2,-26.0,-25.5,29.0,29.5
-52,60,2,-26.0,-25.5,30.0,30.5
-52,62,2,-26.0,-25.5,31.0,31.5
-51,49,2,-25.5,-25.0,24.5,25.0
-51,66,2,-25.5,-25.0,33.0,33.5
-51,92,2,-25.5,-25.0,46.0,46.5
-50,52,2,-25.0,-24.5,26.0,26.5
-50,58,2,-25.0,-24.5,29.0,29.5
-50,65,2,-25.0,-24.5,32.5,33.0
-50,91,2,-25.0,-24.5,45.5,46.0
-49,49,2,-24.5,-24.0,24.5,25.0
-49,58,2,-24.5,-24.0,29.0,29.5
-49,90,2,-24.5,-24.0,45.0,45.5
-48,33,2,-24.0,-23.5,16.5,17.0
-48,36,2,-24.0,-23.5,18.0,18.5
-48,48,2,-24.0,-23.5,24.0,24.5
-48,51,2,-24.0,-23.5,25.5,26.0
-48,61,2,-24.0,-23.5,30.5,31.0
-48,70,2,-24.0,-23.5,35.0,35.5
-48,91,2,-24.0,-23.5,45.5,46.0
-47,34,2,-23.5,-23.0,17.0,17.5
-47,40,2,-23.5,-23.0,20.0,20.5
-47,52,2,-23.5,-23.0,26.0,26.5
-47,53,2,-23.5,-23.0,26.5,27.0
-47,55,2,-23.5,-23.0,27.5,28.0
-47,59,2,-23.5,-23.0,29.5,30.0
-47,60,2,-23.5,-23.0,30.0,30.5
-47,68,2,-23.5,-23.0,34.0,34.5
-47,70,2,-23.5,-23.0,35.0,35.5
-46,28,2,-23.0,-22.5,14.0,14.5
-46,39,2,-23.0,-22.5,19.5,20.0
-46,68,2,-23.0,-22.5,34.0,34.5
-46,89,2,-23.0,-22.5,44.5,45.0
-45,36,2,-22.5,-22.0,18.0,18.5
-44,56,2,-22.0,-21.5,28.0,28.5
-43,37,2,-21.5,-21.0,18.5,19.0
-43,48,2,-21.5,-21.0,24.0,24.5
-43,49,2,-21.5,-21.0,24.5,25.0
-43,55,2,-21.5,-21.0,27.5,28.0
-43,56,2,-21.5,-21.0,28.0,28.5
-43,64,2,-21.5,-21.0,32.0,32.5
-43,69,2,-21.5,-21.0,34.5,35.0
-43,89,2,-21.5,-21.0,44.5,45.0
-43,94,2,-21.5,-21.0,47.0,47.5
-42,40,2,-21.0,-20.5,20.0,20.5
-42,52,2,-21.0,-20.5,26.0,26.5
-42,53,2,-21.0,-20.5,26.5,27.0
-42,55,2,-21.0,-20.5,27.5,28.0
-42,60,2,-21.0,-20.5,30.0,30.5
-42,94,2,-21.0,-20.5,47.0,47.5
-41,30,2,-20.5,-20.0,15.0,15.5
-41,50,2,-20.5,-20.0,25.0,25.5
-41,57,2,-20.5,-20.0,28.5,29.0
-41,62,2,-20.5,-20.0,31.0,31.5
-41,63,2,-20.5,-20.0,31.5,32.0
-41,65,2,-20.5,-20.0,32.5,33.0
-41,68,2,-20.5,-20.0,34.0,34.5
-41,89,2,-20.5,-20.0,44.5,45.0
-40,33,2,-20.0,-19.5,16.5,17.0
-40,35,2,-20.0,-19.5,17.5,18.0
-40,36,2,-20.0,-19.5,18.0,18.5
-40,56,2,-20.0,-19.5,28.0,28.5
-40,68,2,-20.0,-19.5,34.0,34.5
-40,89,2,-20.0,-19.5,44.5,45.0
-40,91,2,-20.0,-19.5,45.5,46.0
-40,93,2,-20.0,-19.5,46.5,47.0
-40,97,2,-20.0,-19.5,48.5,49.0
-39,27,2,-19.5,-19.0,13.5,14.0
-39,58,2,-19.5,-19.0,29.0,29.5
-39,61,2,-19.5,-19.0,30.5,31.0
-39,97,2,-19.5,-19.0,48.5,49.0
-38,61,2,-19.0,-18.5,30.5,31.0
-38,62,2,-19.0,-18.5,31.0,31.5
-38,95,2,-19.0,-18.5,47.5,48.0
-37,31,2,-18.5,-18.0,15.5,16.0
-37,33,2,-18.5,-18.0,16.5,17.0
-37,40,2,-18.5,-18.0,20.0,20.5
-37,55,2,-18.5,-18.0,27.5,28.0
-37,63,2,-18.5,-18.0,31.5,32.0
-37,64,2,-18.5,-18.0,32.0,32.5
-37,66,2,-18.5,-18.0,33.0,33.5
-37,95,2,-18.5,-18.0,47.5,48.0
-37,98,2,-18.5,-18.0,49.0,49.5
-36,26,2,-18.0,-17.5,13.0,13.5
-36,29,2,-18.0,-17.5,14.5,15.0
-36,32,2,-18.0,-17.5,16.0,16.5
-36,48,2,-18.0,-17.5,24.0,24.5
-36,51,2,-18.0,-17.5,25.5,26.0
-36,59,2,-18.0,-17.5,29.5,30.0
-36,60,2,-18.0,-17.5,30.0,30.5
-36,62,2,-18.0,-17.5,31.0,31.5
-36,65,2,-18.0,-17.5,32.5,33.0
-36,94,2,-18.0,-17.5,47.0,47.5
-35,28,2,-17.5,-17.0,14.0,14.5
-35,51,2,-17.5,-17.0,25.5,26.0
-35,56,2,-17.5,-17.0,28.0,28.5
-35,64,2,-17.5,-17.0,32.0,32.5
-35,65,2,-17.5,-17.0,32.5,33.0
-35,75,2,-17.5,-17.0,37.5,38.0
-35,93,2,-17.5,-17.0,46.5,47.0
-35,97,2,-17.5,-17.0,48.5,49.0
-35,98,2,-17.5,-17.0,49.0,49.5
-34,48,2,-17.0,-16.5,24.0,24.5
-34,58,2,-17.0,-16.5,29.0,29.5
-34,64,2,-17.0,-16.5,32.0,32.5
-34,79,2,-17.0,-16.5,39.5,40.0
-34,94,2,-17.0,-16.5,47.0,47.5
-34,99,2,-17.0,-16.5,49.5,50.0
-33,31,2,-16.5,-16.0,15.5,16.0
-33,46,2,-16.5,-16.0,23.0,23.5
-33,55,2,-16.5,-16.0,27.5,28.0
-33,57,2,-16.5,-16.0,28.5,29.0
-33,66,2,-16.5,-16.0,33.0,33.5
-33,67,2,-16.5,-16.0,33.5,34.0
-33,69,2,-16.5,-16.0,34.5,35.0
-32,56,2,-16.0,-15.5,28.0,28.5
-32,57,2,-16.0,-15.5,28.5,29.0
-32,66,2,-16.0,-15.5,33.0,33.5
-32,98,2,-16.0,-15.5,49.0,49.5
-31,38,2,-15.5,-15.0,19.0,19.5
-31,53,2,-15.5,-15.0,26.5,27.0
-31,60,2,-15.5,-15.0,30.0,30.5
-31,69,2,-15.5,-15.0,34.5,35.0
-31,74,2,-15.5,-15.0,37.0,37.5
-31,95,2,-15.5,-15.0,47.5,48.0
-31,99,2,-15.5,-15.0,49.5,50.0
-30,30,2,-15.0,-14.5,15.0,15.5
-30,56,2,-15.0,-14.5,28.0,28.5
-30,57,2,-15.0,-14.5,28.5,29.0
-30,69,2,-15.0,-14.5,34.5,35.0
-30,70,2,-15.0,-14.5,35.0,35.5
-30,74,2,-15.0,-14.5,37.0,37.5
-30,81,2,-15.0,-14.5,40.5,41.0
-29,27,2,-14.5,-14.0,13.5,14.0
-29,28,2,-14.5,-14.0,14.0,14.5
-29,47,2,-14.5,-14.0,23.5,24.0
-29,57,2,-14.5,-14.0,28.5,29.0
-29,69,2,-14.5,-14.0,34.5,35.0
-29,81,2,-14.5,-14.0,40.5,41.0
-29,97,2,-14.5,-14.0,48.5,49.0
-29,98,2,-14.5,-14.0,49.0,49.5
-28,32,2,-14.0,-13.5,16.0,16.5
-28,56,2,-14.0,-13.5,28.0,28.5
-28,64,2,-14.0,-13.5,32.0,32.5
-28,96,2,-14.0,-13.5,48.0,48.5
-27,28,2,-13.5,-13.0,14.0,14.5
-27,45,2,-13.5,-13.0,22.5,23.0
-27,55,2,-13.5,-13.0,27.5,28.0
-27,61,2,-13.5,-13.0,30.5,31.0
-27,67,2,-13.5,-13.0,33.5,34.0
-27,70,2,-13.5,-13.0,35.0,35.5
-27,81,2,-13.5,-13.0,40.5,41.0
-27,98,2,-13.5,-13.0,49.0,49.5
-26,30,2,-13.0,-12.5,15.0,15.5
-26,55,2,-13.0,-12.5,27.5,28.0
-26,56,2,-13.0,-12.5,28.0,28.5
-26,60,2,-13.0,-12.5,30.0,30.5
-26,67,2,-13.0,-12.5,33.5,34.0
-25,28,2,-12.5,-12.0,14.0,14.5
-25,58,2,-12.5,-12.0,29.0,29.5
-25,68,2,-12.5,-12.0,34.0,34.5
-24,31,2,-12.0,-11.5,15.5,16.0
-24,67,2,-12.0,-11.5,33.5,34.0
-23,67,2,-11.5,-11.0,33.5,34.0
-23,79,2,-11.5,-11.0,39.5,40.0
-22,27,2,-11.0,-10.5,13.5,14.0
-22,28,2,-11.0,-10.5,14.0,14.5
-22,43,2,-11.0,-10.5,21.5,22.0
-22,77,2,-11.0,-10.5,38.5,39.0
-22,79,2,-11.0,-10.5,39.5,40.0
-21,39,2,-10.5,-10.0,19.5,20.0
-21,61,2,-10.5,-10.0,30.5,31.0
-21,67,2,-10.5,-10.0,33.5,34.0
-21,68,2,-10.5,-10.0,34.0,34.5
-21,70,2,-10.5,-10.0,35.0,35.5
-21,72,2,-10.5,-10.0,36.0,36.5
-20,65,2,-10.0,-9.5,32.5,33.0
-19,60,2,-9.5,-9.0,30.0,30.5
-19,64,2,-9.5,-9.0,32.0,32.5
-19,77,2,-9.5,-9.0,38.5,39.0
-18,29,2,-9.0,-8.5,14.5,15.0
-18,36,2,-9.0,-8.5,18.0,18.5
-18,37,2,-9.0,-8.5,18.5,19.0
-18,62,2,-9.0,-8.5,31.0,31.5
-18,63,2,-9.0,-8.5,31.5,32.0
-17,59,2,-8.5,-8.0,29.5,30.0
-17,61,2,-8.5,-8.0,30.5,31.0
-17,65,2,-8.5,-8.0,32.5,33.0
-17,71,2,-8.5,-8.0,35.5,36.0
-16,71,2,-8.0,-7.5,35.5,36.0
-16,72,2,-8.0,-7.5,36.0,36.5
-16,79,2,-8.0,-7.5,39.5,40.0
-15,61,2,-7.5,-7.0,30.5,31.0
-15,62,2,-7.5,-7.0,31.0,31.5
-15,78,2,-7.5,-7.0,39.0,39.5
-14,78,2,-7.0,-6.5,39.0,39.5
-13,32,2,-6.5,-6.0,16.0,16.5
-13,70,2,-6.5,-6.0,35.0,35.5
-13,71,2,-6.5,-6.0,35.5,36.0
-13,78,2,-6.5,-6.0,39.0,39.5
-11,24,2,-5.5,-5.0,12.0,12.5
-11,62,2,-5.5,-5.0,31.0,31.5
-11,67,2,-5.5,-5.0,33.5,34.0
-11,69,2,-5.5,-5.0,34.5,35.0
-11,73,2,-5.5,-5.0,36.5,37.0
-11,75,2,-5.5,-5.0,37.5,38.0
-10,59,2,-5.0,-4.5,29.5,30.0
-10,64,2,-5.0,-4.5,32.0,32.5
-10,69,2,-5.0,-4.5,34.5,35.0
-9,27,2,-4.5,-4.0,13.5,14.0
-9,68,2,-4.5,-4.0,34.0,34.5
-9,69,2,-4.5,-4.0,34.5,35.0
-9,73,2,-4.5,-4.0,36.5,37.0
-9,74,2,-4.5,-4.0,37.0,37.5
-9,76,2,-4.5,-4.0,38.0,38.5
-8,30,2,-4.0,-3.5,15.0,15.5
-8,72,2,-4.0,-3.5,36.0,36.5
-8,79,2,-4.0,-3.5,39.5,40.0
-7,21,2,-3.5,-3.0,10.5,11.0
-7,22,2,-3.5,-3.0,11.0,11.5
-7,25,2,-3.5,-3.0,12.5,13.0
-7,61,2,-3.5,-3.0,30.5,31.0
-7,63,2,-3.5,-3.0,31.5,32.0
-7,64,2,-3.5,-3.0,32.0,32.5
-7,66,2,-3.5,-3.0,33.0,33.5
-7,78,2,-3.5,-3.0,39.0,39.5
-7,79,2,-3.5,-3.0,39.5,40.0
-6,62,2,-3.0,-2.5,31.0,31.5
-6,65,2,-3.0,-2.5,32.5,33.0
-6,68,2,-3.0,-2.5,34.0,34.5
-5,30,2,-2.5,-2.0,15.0,15.5
-5,64,2,-2.5,-2.0,32.0,32.5
-5,81,2,-2.5,-2.0,40.5,41.0
-4,63,2,-2.0,-1.5,31.5,32.0
-4,67,2,-2.0,-1.5,33.5,34.0
-4,78,2,-2.0,-1.5,39.0,39.5
-3,25,2,-1.5,-1.0,12.5,13.0
-3,27,2,-1.5,-1.0,13.5,14.0
-3,60,2,-1.5,-1.0,30.0,30.5
-3,70,2,-1.5,-1.0,35.0,35.5
-2,59,2,-1.0,-0.5,29.5,30.0
-2,69,2,-1.0,-0.5,34.5,35.0
-2,70,2,-1.0,-0.5,35.0,35.5
-2,71,2,-1.0,-0.5,35.5,36.0
-2,72,2,-1.0,-0.5,36.0,36.5
-2,76,2,-1.0,-0.5,38.0,38.5
-1,21,2,-0.5,0.0,10.5,11.0
-1,63,2,-0.5,0.0,31.5,32.0
-1,70,2,-0.5,0.0,35.0,35.5
-1,71,2,-0.5,0.0,35.5,36.0
-1,75,2,-0.5,0.0,37.5,38.0
1,64,2,0.5,1.0,32.0,32.5
1,66,2,0.5,1.0,33.0,33.5
1,69,2,0.5,1.0,34.5,35.0
1,71,2,0.5,1.0,35.5,36.0
1,74,2,0.5,1.0,37.0,37.5
2,61,2,1.0,1.5,30.5,31.0
2,62,2,1.0,1.5,31.0,31.5
2,67,2,1.0,1.5,33.5,34.0
2,69,2,1.0,1.5,34.5,35.0
2,79,2,1.0,1.5,39.5,40.0
3,14,2,1.5,2.0,7.0,7.5
3,63,2,1.5,2.0,31.5,32.0
3,65,2,1.5,2.0,32.5,33.0
4,36,2,2.0,2.5,18.0,18.5
4,64,2,2.0,2.5,32.0,32.5
4,79,2,2.0,2.5,39.5,40.0
5,36,2,2.5,3.0,18.0,18.5
5,66,2,2.5,3.0,33.0,33.5
6,62,2,3.0,3.5,31.0,31.5
6,71,2,3.0,3.5,35.5,36.0
7,19,2,3.5,4.0,9.5,10.0
7,22,2,3.5,4.0,11.0,11.5
7,25,2,3.5,4.0,12.5,13.0
7,62,2,3.5,4.0,31.0,31.5
7,67,2,3.5,4.0,33.5,34.0
8,23,2,4.0,4.5,11.5,12.0
8,71,2,4.0,4.5,35.5,36.0
9,-19,2,4.5,5.0,-9.5,-9.0
9,-18,2,4.5,5.0,-9.0,-8.5
9,-5,2,4.5,5.0,-2.5,-2.0
9,16,2,4.5,5.0,8.0,8.5
9,20,2,4.5,5.0,10.0,10.5
9,27,2,4.5,5.0,13.5,14.0
9,73,2,4.5,5.0,36.5,37.0
10,-11,2,5.0,5.5,-5.5,-5.0
10,-4,2,5.0,5.5,-2.0,-1.5
10,11,2,5.0,5.5,5.5,6.0
10,14,2,5.0,5.5,7.0,7.5
10,73,2,5.0,5.5,36.5,37.0
11,-20,2,5.5,6.0,-10.0,-9.5
11,-12,2,5.5,6.0,-6.0,-5.5
11,-6,2,5.5,6.0,-3.0,-2.5
11,1,2,5.5,6.0,0.5,1.0
11,11,2,5.5,6.0,5.5,6.0
11,12,2,5.5,6.0,6.0,6.5
11,13,2,5.5,6.0,6.5,7.0
11,16,2,5.5,6.0,8.0,8.5
11,21,2,5.5,6.0,10.5,11.0
11,24,2,5.5,6.0,12.0,12.5
11,78,2,5.5,6.0,39.0,39.5
11,86,2,5.5,6.0,43.0,43.5
11,87,2,5.5,6.0,43.5,44.0
12,-17,2,6.0,6.5,-8.5,-8.0
12,-12,2,6.0,6.5,-6.0,-5.5
12,2,2,6.0,6.5,1.0,1.5
12,15,2,6.0,6.5,7.5,8.0
12,29,2,6.0,6.5,14.5,15.0
12,74,2,6.0,6.5,37.0,37.5
13,-23,2,6.5,7.0,-11.5,-11.0
13,-16,2,6.5,7.0,-8.0,-7.5
13,-15,2,6.5,7.0,-7.5,-7.0
13,-14,2,6.5,7.0,-7.0,-6.5
13,-13,2,6.5,7.0,-6.5,-6.0
13,-1,2,6.5,7.0,-0.5,0.0
13,4,2,6.5,7.0,2.0,2.5
13,5,2,6.5,7.0,2.5,3.0
13,9,2,6.5,7.0,4.5,5.0
13,15,2,6.5,7.0,7.5,8.0
13,18,2,6.5,7.0,9.0,9.5
14,-23,2,7.0,7.5,-11.5,-11.0
14,-5,2,7.0,7.5,-2.5,-2.0
14,7,2,7.0,7.5,3.5,4.0
14,12,2,7.0,7.5,6.0,6.5
14,70,2,7.0,7.5,35.0,35.5
15,-25,2,7.5,8.0,-12.5,-12.0
15,-19,2,7.5,8.0,-9.5,-9.0
15,-18,2,7.5,8.0,-9.0,-8.5
15,-14,2,7.5,8.0,-7.0,-6.5
15,-12,2,7.5,8.0,-6.0,-5.5
15,3,2,7.5,8.0,1.5,2.0
15,7,2,7.5,8.0,3.5,4.0
15,76,2,7.5,8.0,38.0,38.5
16,-27,2,8.0,8.5,-13.5,-13.0
16,-25,2,8.0,8.5,-12.5,-12.0
16,-12,2,8.0,8.5,-6.0,-5.5
16,-1,2,8.0,8.5,-0.5,0.0
16,7,2,8.0,8.5,3.5,4.0
16,12,2,8.0,8.5,6.0,6.5
16,21,2,8.0,8.5,10.5,11.0
16,28,2,8.0,8.5,14.0,14.5
16,73,2,8.0,8.5,36.5,37.0
16,74,2,8.0,8.5,37.0,37.5
16,79,2,8.0,8.5,39.5,40.0
17,-21,2,8.5,9.0,-10.5,-10.0
17,-17,2,8.5,9.0,-8.5,-8.0
17,-7,2,8.5,9.0,-3.5,-3.0
17,-6,2,8.5,9.0,-3.0,-2.5
17,0,2,8.5,9.0,0.0,0.5
17,10,2,8.5,9.0,5.0,5.5
17,17,2,8.5,9.0,8.5,9.0
17,19,2,8.5,9.0,9.5,10.0
17,21,2,8.5,9.0,10.5,11.0
17,78,2,8.5,9.0,39.0,39.5
17,84,2,8.5,9.0,42.0,42.5
17,86,2,8.5,9.0,43.0,43.5
18,-24,2,9.0,9.5,-12.0,-11.5
18,-19,2,9.0,9.5,-9.5,-9.0
18,-15,2,9.0,9.5,-7.5,-7.0
18,-13,2,9.0,9.5,-6.5,-6.0
18,-3,2,9.0,9.5,-1.5,-1.0
18,-2,2,9.0,9.5,-1.0,-0.5
18,10,2,9.0,9.5,5.0,5.5
18,11,2,9.0,9.5,5.5,6.0
18,15,2,9.0,9.5,7.5,8.0
18,17,2,9.0,9.5,8.5,9.0
19,-22,2,9.5,10.0,-11.0,-10.5
19,-21,2,9.5,10.0,-10.5,-10.0
19,-12,2,9.5,10.0,-6.0,-5.5
19,-11,2,9.5,10.0,-5.5,-5.0
19,-3,2,9.5,10.0,-1.5,-1.0
19,1,2,9.5,10.0,0.5,1.0
19,3,2,9.5,10.0,1.5,2.0
19,5,2,9.5,10.0,2.5,3.0
19,6,2,9.5,10.0,3.0,3.5
19,13,2,9.5,10.0,6.5,7.0
19,17,2,9.5,10.0,8.5,9.0
19,79,2,9.5,10.0,39.5,40.0
19,83,2,9.5,10.0,41.5,42.0
19,84,2,9.5,10.0,42.0,42.5
20,-22,2,10.0,10.5,-11.0,-10.5
20,-12,2,10.0,10.5,-6.0,-5.5
20,-3,2,10.0,10.5,-1.5,-1.0
20,3,2,10.0,10.5,1.5,2.0
20,24,2,10.0,10.5,12.0,12.5
20,28,2,10.0,10.5,14.0,14.5
20,29,2,10.0,10.5,14.5,15.0
21,-21,2,10.5,11.0,-10.5,-10.0
21,-18,2,10.5,11.0,-9.0,-8.5
21,-14,2,10.5,11.0,-7.0,-6.5
21,-7,2,10.5,11.0,-3.5,-3.0
21,-1,2,10.5,11.0,-0.5,0.0
21,2,2,10.5,11.0,1.0,1.5
21,22,2,10.5,11.0,11.0,11.5
21,24,2,10.5,11.0,12.0,12.5
21,73,2,10.5,11.0,36.5,37.0
21,74,2,10.5,11.0,37.0,37.5
21,80,2,10.5,11.0,40.0,40.5
22,-22,2,11.0,11.5,-11.0,-10.5
22,-19,2,11.0,11.5,-9.5,-9.0
22,-18,2,11.0,11.5,-9.0,-8.5
22,-15,2,11.0,11.5,-7.5,-7.0
22,-4,2,11.0,11.5,-2.0,-1.5
22,8,2,11.0,11.5,4.0,4.5
22,16,2,11.0,11.5,8.0,8.5
22,59,2,11.0,11.5,29.5,30.0
22,74,2,11.0,11.5,37.0,37.5
23,-24,2,11.5,12.0,-12.0,-11.5
23,-21,2,11.5,12.0,-10.5,-10.0
23,-20,2,11.5,12.0,-10.0,-9.5
23,-17,2,11.5,12.0,-8.5,-8.0
23,-10,2,11.5,12.0,-5.0,-4.5
23,-9,2,11.5,12.0,-4.5,-4.0
23,-7,2,11.5,12.0,-3.5,-3.0
23,3,2,11.5,12.0,1.5,2.0
23,9,2,11.5,12.0,4.5,5.0
23,22,2,11.5,12.0,11.0,11.5
23,23,2,11.5,12.0,11.5,12.0
23,49,2,11.5,12.0,24.5,25.0
23,51,2,11.5,12.0,25.5,26.0
23,75,2,11.5,12.0,37.5,38.0
23,79,2,11.5,12.0,39.5,40.0
23,80,2,11.5,12.0,40.0,40.5
23,81,2,11.5,12.0,40.5,41.0
24,-28,2,12.0,12.5,-14.0,-13.5
24,-21,2,12.0,12.5,-10.5,-10.0
24,-15,2,12.0,12.5,-7.5,-7.0
24,-14,2,12.0,12.5,-7.0,-6.5
24,-8,2,12.0,12.5,-4.0,-3.5
24,-1,2,12.0,12.5,-0.5,0.0
24,1,2,12.0,12.5,0.5,1.0
24,7,2,12.0,12.5,3.5,4.0
24,9,2,12.0,12.5,4.5,5.0
24,15,2,12.0,12.5,7.5,8.0
24,16,2,12.0,12.5,8.0,8.5
24,21,2,12.0,12.5,10.5,11.0
24,58,2,12.0,12.5,29.0,29.5
24,68,2,12.0,12.5,34.0,34.5
24,77,2,12.0,12.5,38.5,39.0
25,-34,2,12.5,13.0,-17.0,-16.5
25,-33,2,12.5,13.0,-16.5,-16.0
25,-12,2,12.5,13.0,-6.0,-5.5
25,-7,2,12.5,13.0,-3.5,-3.0
25,-1,2,12.5,13.0,-0.5,0.0
25,17,2,12.5,13.0,8.5,9.0
25,19,2,12.5,13.0,9.5,10.0
25,48,2,12.5,13.0,24.0,24.5
25,57,2,12.5,13.0,28.5,29.0
25,60,2,12.5,13.0,30.0,30.5
25,74,2,12.5,13.0,37.0,37.5
26,-34,2,13.0,13.5,-17.0,-16.5
26,-17,2,13.0,13.5,-8.5,-8.0
26,-6,2,13.0,13.5,-3.0,-2.5
26,-3,2,13.0,13.5,-1.5,-1.0
26,-1,2,13.0,13.5,-0.5,0.0
26,3,2,13.0,13.5,1.5,2.0
26,5,2,13.0,13.5,2.5,3.0
26,16,2,13.0,13.5,8.0,8.5
26,19,2,13.0,13.5,9.5,10.0
26,59,2,13.0,13.5,29.5,30.0
26,65,2,13.0,13.5,32.5,33.0
26,76,2,13.0,13.5,38.0,38.5
27,-34,2,13.5,14.0,-17.0,-16.5
27,-30,2,13.5,14.0,-15.0,-14.5
27,-6,2,13.5,14.0,-3.0,-2.5
27,10,2,13.5,14.0,5.0,5.5
27,11,2,13.5,14.0,5.5,6.0
27,14,2,13.5,14.0,7.0,7.5
27,16,2,13.5,14.0,8.0,8.5
27,52,2,13.5,14.0,26.0,26.5
27,64,2,13.5,14.0,32.0,32.5
27,67,2,13.5,14.0,33.5,34.0
27,79,2,13.5,14.0,39.5,40.0
27,80,2,13.5,14.0,40.0,40.5
28,-35,2,14.0,14.5,-17.5,-17.0
28,-34,2,14.0,14.5,-17.0,-16.5
28,-33,2,14.0,14.5,-16.5,-16.0
28,-32,2,14.0,14.5,-16.0,-15.5
28,-23,2,14.0,14.5,-11.5,-11.0
28,-10,2,14.0,14.5,-5.0,-4.5
28,-2,2,14.0,14.5,-1.0,-0.5
28,-1,2,14.0,14.5,-0.5,0.0
28,0,2,14.0,14.5,0.0,0.5
28,9,2,14.0,14.5,4.5,5.0
28,16,2,14.0,14.5,8.0,8.5
28,60,2,14.0,14.5,30.0,30.5
28,70,2,14.0,14.5,35.0,35.5
29,-49,2,14.5,15.0,-24.5,-24.0
29,-30,2,14.5,15.0,-15.0,-14.5
29,-29,2,14.5,15.0,-14.5,-14.0
29,-25,2,14.5,15.0,-12.5,-12.0
29,-17,2,14.5,15.0,-8.5,-8.0
29,-13,2,14.5,15.0,-6.5,-6.0
29,-7,2,14.5,15.0,-3.5,-3.0
29,10,2,14.5,15.0,5.0,5.5
29,11,2,14.5,15.0,5.5,6.0
29,13,2,14.5,15.0,6.5,7.0
29,16,2,14.5,15.0,8.0,8.5
30,-49,2,15.0,15.5,-24.5,-24.0
30,-48,2,15.0,15.5,-24.0,-23.5
30,-22,2,15.0,15.5,-11.0,-10.5
30,-19,2,15.0,15.5,-9.5,-9.0
30,-17,2,15.0,15.5,-8.5,-8.0
30,-15,2,15.0,15.5,-7.5,-7.0
30,-14,2,15.0,15.5,-7.0,-6.5
31,-18,2,15.5,16.0,-9.0,-8.5
31,-16,2,15.5,16.0,-8.0,-7.5
31,-15,2,15.5,16.0,-7.5,-7.0
31,64,2,15.5,16.0,32.0,32.5
32,-18,2,16.0,16.5,-9.0,-8.5
32,-16,2,16.0,16.5,-8.0,-7.5
32,-1,2,16.0,16.5,-0.5,0.0
32,65,2,16.0,16.5,32.5,33.0
33,-50,2,16.5,17.0,-25.0,-24.5
33,-33,2,16.5,17.0,-16.5,-16.0
33,-26,2,16.5,17.0,-13.0,-12.5
33,-8,2,16.5,17.0,-4.0,-3.5
33,-7,2,16.5,17.0,-3.5,-3.0
33,-6,2,16.5,17.0,-3.0,-2.5
33,13,2,16.5,17.0,6.5,7.0
